N;p;q;found_divisor;time;divisor_equal;base_size
1826397118474553;10944797;166873549;10944797;0.0039958953857421875;True;28
2688763151;50341;53411;53411;0.0009891986846923828;True;16
2370245272058897;57068443;41533379;57068443;10.185568571090698;True;26
328756848317;1812361;181397;181397;0.0014986991882324219;True;21
754035439;14341;52579;14341;0.0004999637603759766;True;17
28687313444236103;95653903;299907401;299907401;0.024474620819091797;True;29
7361;17;433;17;0.0;True;10
16019;83;193;83;0.0;True;11
16471842784968743;102968519;159969697;102968519;0.03045964241027832;True;29
5687696455613;2853337;1993349;1993349;0.01748180389404297;True;22
338329;1753;193;193;0.0;True;11
1740071;2099;829;829;0.0;True;12
5107914330923;5666501;901423;901423;0.0029921531677246094;True;25
223102639;11149;20011;20011;0.0;True;15
2182570046164561;111098959;19645279;19645279;0.0064928531646728516;True;27
27139470358417;7860719;3452543;7860719;0.24874496459960938;True;23
69938403501559;15021751;4655809;4655809;0.0069921016693115234;True;24
303887;409;743;743;0.0;True;10
104509552897877;6829651;15302327;6829651;0.013984918594360352;True;24
655702778387;377687;1736101;1736101;0.06493258476257324;True;21
6593;347;19;19;0.0;True;10
31068115920948649;189375541;164055589;189375541;0.03995919227600098;True;29
88470343531;255007;346933;255007;0.0019979476928710938;True;20
1923217;1499;1283;1283;0.0;True;11
29503300259;273617;107827;273617;0.0;True;19
3909770509;35879;108971;35879;0.0004994869232177734;True;17
461613831207236489;706470871;653408159;653408159;0.038460731506347656;True;30
2822161;1621;1741;1741;0.0;True;13
204722768819;398353;513923;513923;0.0009982585906982422;True;19
3579443773007;2379413;1504339;1504339;0.001996755599975586;True;22
749565722207567;15908297;47117911;47117911;0.00649261474609375;True;26
4004357504779;2869123;1395673;1395673;0.002996683120727539;True;23
335590128623969;12784249;26250281;12784249;0.014483928680419922;True;25
84363442880153;4267111;19770623;4267111;0.008490562438964844;True;26
4916887242706217;44869879;109581023;44869879;0.00998997688293457;True;28
31651;1021;31;31;0.0;True;10
52022959;4877;10667;4877;0.0;True;14
55539777641291513;153075943;362824991;153075943;0.048460960388183594;True;29
51947717813;215693;240841;240841;0.0;True;18
167922659;15187;11057;11057;0.0;True;14
433500487066901;26257001;16509901;16509901;0.0019903182983398438;True;30
298254126464705449;324037199;920431751;324037199;0.0684366226196289;True;30
2450811673309;1523107;1609087;1609087;0.0014984607696533203;True;22
1121054657612677;54582023;20538899;54582023;1.2796895503997803;True;26
132738919;27073;4903;27073;0.0;True;16
2763232583;88223;31321;31321;0.0010082721710205078;True;18
6829709832509;1476649;4625141;4625141;0.003995418548583984;True;23
262865888603;600791;437533;600791;0.0034966468811035156;True;21
173519243443687;5833441;29745607;5833441;0.005494117736816406;True;25
417650102995127;33820043;12349189;12349189;0.005983829498291016;True;26
2539517;653;3889;653;0.0;True;12
119352563133277;4838087;24669371;4838087;0.005008220672607422;True;26
7751301641;122653;63197;122653;0.0004994869232177734;True;17
13643924477;65713;207629;65713;0.0014984607696533203;True;18
10972223;2741;4003;2741;0.0004999637603759766;True;13
26281;641;41;41;0.0;True;10
3892756957;61339;63463;61339;0.0005002021789550781;True;16
973729511;2941781;331;331;0.0;True;22
327893032313251;14194573;23099887;14194573;0.0024988651275634766;True;25
406877;677;601;677;0.0;True;10
602891837603009881;720866129;836343689;720866129;0.05394387245178223;True;30
1197592057;78577;15241;15241;0.0;True;17
2120302688239;1606817;1319567;1319567;0.0014984607696533203;True;22
614837103429940553;648563557;947998229;648563557;0.10888838768005371;True;30
15900400983041599;192897307;82429357;82429357;0.008491754531860352;True;29
1446218681;123619;11699;11699;0.000499725341796875;True;17
233742403;52163;4481;4481;0.0;True;16
7561667;4003;1889;1889;0.0;True;12
6524821161323;7590523;859601;859601;0.002996206283569336;True;23
43285779613523;7041071;6147613;6147613;0.024975061416625977;True;25
243444587759;460451;528709;460451;0.0009984970092773438;True;23
2615323;1567;1669;1567;0.0004980564117431641;True;11
22025321;4177;5273;4177;0.0004982948303222656;True;13
217799;433;503;433;0.0;True;12
149297087;10639;14033;10639;0.0;True;14
477477433;21577;22129;21577;0.0;True;15
55309828477;230353;240109;240109;0.006493568420410156;True;18
0;3719;0;2;0.0;False;13
1922507449;19403;99083;19403;0.0005002021789550781;True;17
492460341535997;26832401;18353197;18353197;0.022974729537963867;True;25
185215361;22147;8363;22147;0.0004987716674804688;True;16
37790457056113;5462453;6918221;6918221;0.0029964447021484375;True;26
47856906120391;8246503;5803297;5803297;0.001997709274291992;True;23
272941618626751709;829835299;328910591;328910591;0.8071877956390381;True;30
65300004811;301159;216829;216829;0.0004994869232177734;True;19
237037;809;293;293;0.0;True;11
1030548525539249029;979003391;1052650619;979003391;0.009490251541137695;True;30
484076123;21893;22111;22111;0.0004982948303222656;True;16
20115899350329061;48149377;417781093;48149377;0.013997316360473633;True;29
192801929;16651;11579;16651;0.0;True;15
500389269981103949;522692893;957329393;522692893;0.011986970901489258;True;30
62239;571;109;571;0.0;True;11
429564660241891;14164901;30325991;14164901;0.007492780685424805;True;26
66132848879;65539;1009061;65539;0.0009989738464355469;True;20
93091;127;733;127;0.0;True;10
6536255144623;3171583;2060881;3171583;0.002997159957885742;True;22
1425095074016701;44039981;32359121;44039981;0.0164792537689209;True;27
195613241742844391;299468783;653200777;653200777;0.9100682735443115;True;30
1222146463;45751;26713;26713;0.0009992122650146484;True;16
20706217079;548059;37781;37781;0.0009937286376953125;True;20
3681797401;57809;63689;63689;0.0005002021789550781;True;16
3267875839;193057;16927;16927;0.0;True;20
55869077447;43319;1289713;43319;0.0;True;23
5035487;2237;2251;2237;0.0;True;12
69394807;7867;8821;8821;0.0004932880401611328;True;15
1169425734819931;57925481;20188451;20188451;0.010988235473632812;True;28
97663;769;127;127;0.0;True;11
2492327;977;2551;2551;0.0;True;13
9119662893023;7845121;1162463;7845121;0.002489328384399414;True;24
909661;1663;547;547;0.0;True;13
35773;431;83;83;0.0;True;10
1239857;2003;619;619;0.0004994869232177734;True;11
905488526490967;167427857;5408231;5408231;0.0014982223510742188;True;29
3047363093;240727;12659;12659;0.0;True;18
908795359965013;32188111;28233883;28233883;0.17182469367980957;True;25
3641976519697;1367077;2664061;2664061;0.0024940967559814453;True;22
2740857374603;1724761;1589123;1724761;0.004994869232177734;True;21
476154292463;117619;4048277;117619;0.002496480941772461;True;22
28786905258641;8925793;3225137;8925793;0.003995418548583984;True;24
136423621;53353;2557;53353;0.0;True;16
14969852377;49139;304643;49139;0.0004994869232177734;True;21
7856749;2957;2657;2957;0.0;True;12
28369602637003;3788839;7487677;3788839;0.004995584487915039;True;23
5392367;1873;2879;1873;0.0;True;12
1548224523977149;61669493;25105193;25105193;0.0039958953857421875;True;27
1603447;1871;857;857;0.0;True;13
1495772097529;579521;2581049;2581049;0.0034973621368408203;True;22
2248122934098143;33893693;66328651;33893693;0.0039958953857421875;True;26
1247907863;212627;5869;5869;0.0004999637603759766;True;18
339416306423;1453547;233509;233509;0.001997709274291992;True;22
2176490324863441;41906339;51937019;51937019;0.013486862182617188;True;26
51439958543;214243;240101;214243;0.0014979839324951172;True;18
17039590501986523;80603867;211399169;211399169;0.01999044418334961;True;28
362689;79;4591;79;0.0;True;13
34812229;2539;13711;13711;0.0004899501800537109;True;14
27395928473633;1346161;20351153;1346161;0.016984939575195312;True;25
996673;521;1913;521;0.0;True;11
63592309484668891;632014697;100618403;100618403;0.02196526527404785;True;30
551335901357;527729;1044733;527729;0.001996755599975586;True;20
5348882639;86441;61879;86441;0.004494428634643555;True;18
35061799166573;2597057;13500589;2597057;0.0039958953857421875;True;24
149691638846549467;472415257;316864531;472415257;0.0039958953857421875;True;29
288670361092649;4389881;65758129;65758129;0.014485359191894531;True;26
2926816378074097;44153699;66287003;44153699;0.008477210998535156;True;27
109000255250784319;444453827;245245397;245245397;0.032979726791381836;True;29
289494373387;1028191;281557;281557;0.0009999275207519531;True;20
1363108740061;713569;1910269;713569;0.0010061264038085938;True;22
28251650403373;5343509;5287097;5287097;0.0034990310668945312;True;23
231061;1009;229;229;0.0;True;11
87004712339101;5660867;15369503;5660867;4.5958006381988525;True;24
557509;379;1471;379;0.0004985332489013672;True;13
4481923;2789;1607;2789;0.0;True;12
147211285061461;32579947;4518463;4518463;0.0009987354278564453;True;25
1044195978090407;27186619;38408453;38408453;0.01848125457763672;True;26
4666507755911;6632981;703531;703531;0.03347659111022949;True;23
661588247;18199;36353;18199;0.0;True;16
25954993;7727;3359;3359;0.0;True;13
2231239;691;3229;3229;0.0;True;12
1964495411;33179;59209;59209;0.0005099773406982422;True;16
599142834663601;65453831;9153671;9153671;0.012487173080444336;True;29
3734423954263297;5774539;646705123;5774539;0.004508018493652344;True;30
13608887;3923;3469;3923;0.000499725341796875;True;12
11017;479;23;23;0.0;True;10
4039;577;7;7;0.0;True;10
37784933;6173;6121;6173;0.0;True;13
282015475274929061;528885983;533225467;528885983;0.5389449596405029;True;29
147432362604949;4395049;33545101;33545101;0.0019974708557128906;True;25
205700284109;435947;471847;471847;0.001499176025390625;True;19
88947358195481;10313011;8624771;8624771;0.007981061935424805;True;24
3135405451;12973;241687;12973;0.0;True;18
9727563359;62423;155833;155833;0.0004990100860595703;True;20
25583042306693;1962787;13034039;1962787;0.01949334144592285;True;24
6226820059;98297;63347;98297;0.015993356704711914;True;18
7495296269;16417;456557;16417;0.0;True;19
44885096027;312677;143551;143551;0.0020084381103515625;True;19
126557;467;271;271;0.0;True;10
4687759;3833;1223;1223;0.0;True;13
233983004412613;14669401;15950413;14669401;0.0059964656829833984;True;25
33982614037;146681;231677;146681;0.0014984607696533203;True;18
66961088971253;13824593;4843621;4843621;0.0034856796264648438;True;25
24497224378461949;121828193;201080093;201080093;0.02348637580871582;True;29
26549;191;139;191;0.0;True;10
147758599;10867;13597;10867;0.0004999637603759766;True;14
2000945819;65521;30539;30539;0.0;True;16
91326551;6067;15053;6067;0.0;True;14
13771;293;47;47;0.0;True;11
173384923387738991;365570137;474286343;365570137;4.14675498008728;True;30
1577987531431;1256993;1255367;1255367;0.0019953250885009766;True;21
161587;463;349;349;0.0004994869232177734;True;12
16243150149027077;266180573;61023049;61023049;0.012999296188354492;True;28
52132634841624457;201935509;258164773;201935509;0.015471696853637695;True;28
132607910698357;15064457;8802701;8802701;0.013984441757202148;True;24
9172072872659;16674283;550073;550073;0.1313648223876953;True;24
3695313656102443;58314467;63368729;63368729;0.007492780685424805;True;26
108557058019;1045819;103801;103801;0.0009987354278564453;True;21
2842117;2927;971;971;0.0;True;12
1576759501;67559;23339;67559;0.0;True;17
4778156034679;2503961;1908239;1908239;0.010989189147949219;True;22
11995103;1669;7187;1669;0.0;True;13
12817719874902583;172580081;74271143;172580081;0.028470993041992188;True;28
398843327;42689;9343;9343;0.0;True;16
22002259;7517;2927;7517;0.0;True;14
324859;163;1993;163;0.0;True;11
29014717043933;6135047;4729339;4729339;0.002496004104614258;True;23
178776613;13619;13127;13127;0.0;True;14
17272817;2539;6803;2539;0.0010013580322265625;True;13
416841851;5407;77093;5407;0.0004963874816894531;True;17
260924506021;834913;312517;312517;0.0;True;21
298162098379;451667;660137;660137;0.02147817611694336;True;20
444986679299;1637371;271769;1637371;0.0029816627502441406;True;23
10482120572554601;119420929;87774569;87774569;0.03495359420776367;True;27
404870911;31847;12713;12713;0.0014984607696533203;True;15
246461475941;901861;273281;273281;0.002497434616088867;True;20
88409;419;211;211;0.0;True;10
769190398092673;24774073;31048201;24774073;0.013000726699829102;True;25
147187;1429;103;1429;0.0;True;12
3591544669;313207;11467;11467;0.000499725341796875;True;19
975826246141580591;1021976843;954841837;1021976843;0.08240318298339844;True;30
1548372848844449;92879153;16670833;16670833;0.013985633850097656;True;27
28373491171;60449;469379;60449;0.0005102157592773438;True;21
10455875027057;1282517;8152621;1282517;0.0024967193603515625;True;23
557932106317;918971;607127;918971;0.02196788787841797;True;21
103601;211;491;211;0.0;True;10
6885924911;48809;141079;48809;0.0;True;18
7147797521;104851;68171;104851;0.0004992485046386719;True;18
21708095501004313;139577411;155527283;139577411;0.021981239318847656;True;30
576543878893;749653;769081;769081;0.0015120506286621094;True;24
18983;41;463;41;0.0;True;10
1229154731593513;51990529;23641897;23641897;0.012987375259399414;True;29
439730793371;811277;542023;811277;0.001988649368286133;True;20
185195230487;208529;888103;888103;0.0005080699920654297;True;20
3083528111803487;91703201;33625087;33625087;0.014484882354736328;True;27
15329581079;140893;108803;140893;0.019982576370239258;True;18
3455737;1847;1871;1847;0.0004994869232177734;True;11
27959;73;383;73;0.0;True;11
102594648525029;12097571;8480599;8480599;0.010989665985107422;True;24
167490145963723903;654337693;255968971;654337693;9.946819543838501;True;30
3695;739;5;5;0.0004940032958984375;True;11
6782292985121;3772243;1797947;3772243;0.004494428634643555;True;22
1845529789289;139429;13236341;139429;0.0004985332489013672;True;24
67786991653;206807;327779;206807;0.011488199234008789;True;19
605735424263;720019;841277;841277;0.0019965171813964844;True;20
4903672765349;1256279;3903331;3903331;0.0074920654296875;True;24
4235875510050823;36455339;116193557;36455339;0.01997065544128418;True;28
74247656569;287669;258101;258101;0.0009992122650146484;True;19
511523609;25657;19937;19937;0.0;True;16
452985629;17167;26387;17167;0.0;True;15
479069;571;839;571;0.0;True;11
96449629779447289;159917161;603122449;159917161;0.0019974708557128906;True;30
6684153637319;1610969;4149151;4149151;0.005516767501831055;True;24
417211;991;421;421;0.0;True;11
16249258979;168643;96353;96353;0.0009982585906982422;True;18
305650415351;619841;493111;619841;0.003011941909790039;True;20
162175183;25919;6257;6257;0.0004947185516357422;True;18
109798026203231;13500133;8133107;8133107;0.002987384796142578;True;25
5916986347;48311;122477;48311;0.0014977455139160156;True;17
1170669396521;6283213;186317;186317;0.0014972686767578125;True;24
1573556249387;1692511;929717;929717;0.0069925785064697266;True;21
5503990087;71941;76507;71941;0.000499725341796875;True;17
11970731043457;2380123;5029459;2380123;0.0064928531646728516;True;24
694394862478594573;1046278061;663680993;663680993;1.357111930847168;True;30
7340937557;71437;102761;71437;0.0009989738464355469;True;17
31590441699655907;233793649;135121043;233793649;0.47501397132873535;True;28
194818073773;259309;751297;259309;0.0019974708557128906;True;20
32897;67;491;67;0.0;True;10
528394309;12841;41149;12841;0.0;True;16
35144662151;242633;144847;144847;0.0009865760803222656;True;18
36610619;6781;5399;6781;0.0;True;13
78519392377717;13720841;5722637;5722637;0.011996984481811523;True;25
4782863;1429;3347;1429;0.0;True;12
70018522176529;5163791;13559519;5163791;0.7941873073577881;True;24
6365723451929;1072711;5934239;1072711;0.0004999637603759766;True;23
245554156801693;7419173;33097241;7419173;0.0014979839324951172;True;26
317462533;18797;16889;18797;0.0;True;15
684416476433;761879;898327;761879;0.0005047321319580078;True;20
6202641374697991;111860557;55449763;55449763;0.02047872543334961;True;27
331469614261911289;889764193;372536473;372536473;0.03145861625671387;True;30
7884040601038571;160188053;49217407;49217407;0.3416593074798584;True;28
31152101671;221987;140333;140333;0.0014979839324951172;True;18
11978653789601;6346579;1887419;1887419;0.0;True;24
28512665385804037;251542933;113351089;113351089;0.03197073936462402;True;28
820082071051;971591;844061;844061;0.0010116100311279297;True;21
2761;11;251;11;0.0;True;10
99801133709;192949;517241;192949;0.0009875297546386719;True;19
262076790133;929011;282103;282103;0.0004994869232177734;True;20
17571254881;110269;159349;159349;0.001495361328125;True;18
1657811741;17231;96211;17231;0.0;True;17
117241380389039;7002449;16742911;7002449;0.0024979114532470703;True;25
22644295426174529;151755797;149215357;151755797;0.03845095634460449;True;28
27144876549667;3487751;7782917;3487751;0.01100015640258789;True;24
3439619;3557;967;967;0.0;True;13
354689108857;435109;815173;435109;0.0015110969543457031;True;21
299673071;47111;6361;6361;0.0005009174346923828;True;16
9522182479;209173;45523;45523;0.0004980564117431641;True;18
3762955127;43867;85781;43867;0.0005018711090087891;True;17
46909386536773;16729829;2803937;16729829;0.007483005523681641;True;24
1248373783037;1379603;904879;904879;0.010488271713256836;True;21
93361335901;205453;454417;205453;0.0034973621368408203;True;19
119718181240387;12015281;9963827;12015281;0.24026703834533691;True;24
1358949890821;851009;1596869;1596869;0.0005130767822265625;True;22
45356893;6911;6563;6563;0.0;True;14
160524132801497;18606767;8627191;8627191;0.015995025634765625;True;25
69385905817;234541;295837;234541;0.0009884834289550781;True;19
281700993863;886993;317591;317591;0.0025072097778320312;True;22
161890201477;346207;467611;467611;0.0014994144439697266;True;19
961572056247743;191436979;5022917;5022917;0.009487390518188477;True;28
1447851147623;951659;1521397;951659;0.0014889240264892578;True;21
2613328967947;7088897;368651;368651;0.0005102157592773438;True;23
13071931;8779;1489;1489;0.0;True;15
15108989980187;2432251;6211937;2432251;0.00099945068359375;True;23
344208706022641;12401887;27754543;27754543;0.013484954833984375;True;25
395935563263;803501;492763;803501;0.052948951721191406;True;21
32882039287;2070527;15881;15881;0.0;True;21
13970492463493;2104567;6638179;2104567;0.03845977783203125;True;23
49484119;27847;1777;1777;0.0;True;16
74224564834283;2537869;29246807;2537869;0.0034961700439453125;True;25
41213674727;214439;192193;192193;0.000499725341796875;True;18
32620327;12503;2609;2609;0.0;True;14
161516255736203;12337399;13091597;12337399;0.0119781494140625;True;24
3701285437;33329;111053;33329;0.000507354736328125;True;17
196205187121;390347;502643;502643;0.0019974708557128906;True;19
695323239037513;26341361;26396633;26396633;0.012487173080444336;True;25
2488575877;59149;42073;42073;0.000499725341796875;True;16
2721961545365693;65869351;41323643;65869351;0.0029969215393066406;True;29
16104616441;209813;76757;76757;0.008993864059448242;True;18
36287;131;277;131;0.0;True;10
2184613;1801;1213;1801;0.0;True;12
11720250423338189;117710459;99568471;99568471;0.0049915313720703125;True;27
5196384437558659;52199531;99548489;52199531;0.039961814880371094;True;28
6378848303;56923;112061;112061;0.0004994869232177734;True;19
340741968811;385327;884293;385327;0.0019981861114501953;True;20
16737881989;30497;548837;30497;0.0004994869232177734;True;21
1347017857;44587;30211;44587;0.0005118846893310547;True;16
7847727981823;2939137;2670079;2939137;0.0030002593994140625;True;22
480170792917;384821;1247777;384821;0.0010044574737548828;True;22
97886885449;399403;245083;399403;0.06594419479370117;True;19
153547;659;233;233;0.0;True;10
9364819;2957;3167;2957;0.0;True;13
3392273;587;5779;587;0.0;True;13
19821967635752419;125813417;157550507;157550507;0.047940731048583984;True;28
4160831;7691;541;541;0.0;True;13
1906540032329;1006933;1893413;1006933;0.2782254219055176;True;22
2597539157916007;76303547;34042181;34042181;0.01648235321044922;True;27
15517648646309419;39167657;396185267;39167657;0.009489297866821289;True;29
326947310161;665153;491537;491537;0.0014989376068115234;True;23
34583826783013;9405623;3676931;3676931;0.004006385803222656;True;24
379549297949;1712219;221671;221671;0.0004994869232177734;True;22
1557588867193;774377;2011409;774377;0.0024871826171875;True;21
37235237358915857;261025223;142649959;142649959;0.006493806838989258;True;28
42000310701415903;440761793;95290271;95290271;0.027472734451293945;True;29
7056359977;381817;18481;18481;0.0004992485046386719;True;19
485847668393;551017;881729;551017;0.0010089874267578125;True;21
2596793126639;1590119;1633081;1633081;0.004495382308959961;True;21
3574807188306649;31184191;114635239;31184191;0.06891942024230957;True;27
54289823573077;5762641;9420997;5762641;0.008989572525024414;True;24
522863022248249;27120263;19279423;19279423;0.010488271713256836;True;25
84019601881;60343;1392367;60343;0.0004987716674804688;True;21
992382202051;1622953;611467;611467;0.004994392395019531;True;22
483132193;19583;24671;19583;0.0004994869232177734;True;15
855451;971;881;971;0.0;True;12
66295405611067;3700423;17915629;3700423;0.006493806838989258;True;25
914052714378779;133895807;6826597;6826597;0.006992340087890625;True;27
11354328983;93637;121259;121259;0.0029973983764648438;True;17
1275997742549;1532257;832757;1532257;0.0019974708557128906;True;21
145063313;11071;13103;13103;0.0;True;14
12275777;3191;3847;3191;0.000499725341796875;True;13
928252498999877;4371151;212358827;4371151;0.00449681282043457;True;29
580597;941;617;941;0.0;True;10
157644743717;457091;344887;344887;0.0019965171813964844;True;19
22087807413713669;65098483;339298343;339298343;1.683276891708374;True;29
109729;557;197;197;0.0;True;10
205440923;22921;8963;22921;0.0004994869232177734;True;15
864448009;28031;30839;30839;0.0074923038482666016;True;15
617794841699423;49668341;12438403;49668341;0.010988473892211914;True;26
5557819669;22727;244547;22727;0.0005049705505371094;True;18
8441081051256361;282693287;29859503;29859503;0.011487960815429688;True;29
6139066373521;6844601;896921;6844601;0.005007743835449219;True;23
1248925061;54751;22811;54751;0.0005173683166503906;True;17
136051543;11243;12101;11243;0.0004787445068359375;True;14
2717017;3163;859;3163;0.0;True;15
421100003;16067;26209;26209;0.0;True;15
688927;997;691;691;0.0;True;11
347190265231;411739;843229;843229;0.0019979476928710938;True;20
601927947628261;38667037;15566953;38667037;0.01699542999267578;True;26
8277869;3527;2347;2347;0.0004994869232177734;True;13
2148763;1667;1289;1667;0.0;True;11
9743917;3659;2663;2663;0.0;True;12
387974104619;816157;475367;475367;0.0020074844360351562;True;23
17697428220253897;89002601;198841697;89002601;0.05095100402832031;True;29
81227;43;1889;43;0.0;True;11
107131;149;719;149;0.0;True;13
70907381;19801;3581;3581;0.0;True;16
5312068863461357;92966239;57139763;92966239;2.6757655143737793;True;27
2986896640059301;66121031;45173171;66121031;0.2707095146179199;True;26
61819087951;238267;259453;238267;0.0;True;21
529314968423;91577;5779999;91577;0.0005133152008056641;True;23
366700777;28411;12907;12907;0.0;True;15
132664304393;208493;636301;636301;0.00099945068359375;True;20
292291163;14087;20749;14087;0.0;True;15
16032669393589027;105873883;151431769;151431769;0.023471593856811523;True;28
40406893;7591;5323;7591;0.0005009174346923828;True;13
28964366988467;9150311;3165397;9150311;0.0009992122650146484;True;24
10945209744311;4010029;2729459;4010029;0.0034949779510498047;True;22
388399441;19001;20441;20441;0.0005011558532714844;True;16
19799;1523;13;13;0.0;True;11
77953;137;569;137;0.0;True;10
200938691995370141;374579657;536437813;374579657;33.14456629753113;True;30
3697501;2281;1621;1621;0.0005006790161132812;True;12
34529777;5501;6277;5501;0.0;True;13
105503916443;213181;494903;213181;0.0009980201721191406;True;19
27787;37;751;37;0.0;True;10
606424002228613;69148897;8769829;8769829;0.2727196216583252;True;27
693913442493749;29864299;23235551;29864299;0.017470359802246094;True;25
85207;139;613;139;0.0;True;10
3534973861;33811;104551;104551;0.000499725341796875;True;17
52430163730943;7149767;7333129;7149767;0.008504390716552734;True;23
5698482133;404693;14081;14081;0.0;True;19
